,basisofrecord,class,countrycode,day,decimallatitude,decimallongitude,eventdate,family,gbifid,genus,individualcount,issue,kingdom,month,occurrencestatus,order,phylum,species,year
7831067,HUMAN_OBSERVATION,Aves,US,27.0,28.565979,-81.515325,2022-02-27 14:24:15 UTC,Anatidae,3705792834,Anas,,COORDINATE_ROUNDED,Animalia,2.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2022
5101036,HUMAN_OBSERVATION,Aves,US,7.0,39.935013,-82.51436,2021-03-07 00:00:00 UTC,Anatidae,3675986286,Anas,18.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,3.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
843617,HUMAN_OBSERVATION,Aves,NL,22.0,53.2,6.35,2022-12-22 00:00:00 UTC,Anatidae,4056577728,Anas,10.0,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,Animalia,12.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2022
5308610,HUMAN_OBSERVATION,Aves,PL,10.0,52.168804,21.015074,2021-12-10 00:00:00 UTC,Anatidae,3687130413,Anas,,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,12.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
1511651,HUMAN_OBSERVATION,Aves,NL,13.0,52.45,5.4,2022-05-13 00:00:00 UTC,Anatidae,3824666242,Anas,1.0,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,Animalia,5.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2022
1028819,HUMAN_OBSERVATION,Aves,NO,21.0,58.07011,6.699039,2021-02-21 00:00:00 UTC,Anatidae,3615203539,Anas,10.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,2.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
2032791,HUMAN_OBSERVATION,Aves,US,7.0,32.260563,-110.872765,2021-09-07 00:00:00 UTC,Anatidae,3693443526,Anas,12.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,9.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
3181643,HUMAN_OBSERVATION,Aves,US,6.0,33.84161,-98.55513,2021-05-06 00:00:00 UTC,Anatidae,3585961508,Anas,1.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,5.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
6515116,HUMAN_OBSERVATION,Aves,CA,15.0,46.790672,-71.330345,2021-05-15 00:00:00 UTC,Anatidae,3619811535,Anas,12.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,5.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
6588195,HUMAN_OBSERVATION,Aves,US,26.0,33.861675,-112.12381,2021-08-26 00:00:00 UTC,Anatidae,3640157156,Anas,4.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,8.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
7852039,HUMAN_OBSERVATION,Aves,US,19.0,43.19105,-89.62089,2021-11-19 00:00:00 UTC,Anatidae,3688342371,Anas,43.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,11.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
5407431,HUMAN_OBSERVATION,Aves,US,16.0,45.96467,-86.20186,2021-05-16 00:00:00 UTC,Anatidae,3639567081,Anas,2.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,5.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
837125,HUMAN_OBSERVATION,Aves,US,17.0,42.01461,-83.20015,2021-04-17 00:00:00 UTC,Anatidae,3564039525,Anas,126.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,4.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
1976376,HUMAN_OBSERVATION,Aves,MX,15.0,19.469286,-99.191967,2023-01-15 12:44:00 UTC,Anatidae,4021968694,Anas,,COORDINATE_ROUNDED,Animalia,1.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2023
5335291,HUMAN_OBSERVATION,Aves,NZ,19.0,-36.889557,174.83794,2021-05-19 00:00:00 UTC,Anatidae,3521195787,Anas,19.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,5.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
5294579,HUMAN_OBSERVATION,Aves,CA,20.0,43.322273,-79.79799,2021-03-20 00:00:00 UTC,Anatidae,3619780481,Anas,5.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,3.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
5451908,HUMAN_OBSERVATION,Aves,US,17.0,37.032322,-122.219604,2021-05-17 00:00:00 UTC,Anatidae,3592526169,Anas,4.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,5.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
1063463,HUMAN_OBSERVATION,Aves,CA,6.0,49.27159,-123.194374,2021-02-06 00:00:00 UTC,Anatidae,3515925784,Anas,20.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,2.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
8953320,HUMAN_OBSERVATION,Aves,CA,6.0,44.796577,-81.223434,2021-10-06 00:00:00 UTC,Anatidae,3679991353,Anas,12.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,10.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
8587410,HUMAN_OBSERVATION,Aves,NL,13.0,52.3,5.15,2021-06-13 00:00:00 UTC,Anatidae,3731318891,Anas,1.0,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,Animalia,6.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
666007,HUMAN_OBSERVATION,Aves,US,5.0,41.855648,-87.828415,2021-03-05 00:00:00 UTC,Anatidae,3550848585,Anas,55.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,3.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
1666694,HUMAN_OBSERVATION,Aves,US,22.0,42.321182,-71.1276,2021-03-22 00:00:00 UTC,Anatidae,3528171553,Anas,4.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,3.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
5128762,HUMAN_OBSERVATION,Aves,US,19.0,41.298832,-72.807816,2021-03-19 00:00:00 UTC,Anatidae,3623358584,Anas,40.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,3.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
8910598,HUMAN_OBSERVATION,Aves,SI,3.0,45.97322,14.524785,2021-05-03 00:00:00 UTC,Anatidae,3639179899,Anas,2.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,5.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
1978619,HUMAN_OBSERVATION,Aves,NL,13.0,51.95,6.05,2021-11-13 00:00:00 UTC,Anatidae,3722843892,Anas,1.0,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,Animalia,11.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
3169168,HUMAN_OBSERVATION,Aves,US,20.0,48.05942,-123.04622,2021-02-20 00:00:00 UTC,Anatidae,3674145120,Anas,53.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,2.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
490846,HUMAN_OBSERVATION,Aves,US,24.0,34.033386,-118.6823,2021-08-24 00:00:00 UTC,Anatidae,3541567646,Anas,2.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,8.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
6958716,HUMAN_OBSERVATION,Aves,US,23.0,40.172325,-82.88374,2021-03-23 00:00:00 UTC,Anatidae,3519950546,Anas,2.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,3.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
1350408,HUMAN_OBSERVATION,Aves,US,11.0,43.3389,-87.88516,2021-05-11 00:00:00 UTC,Anatidae,3518898621,Anas,1.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,5.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
3894617,HUMAN_OBSERVATION,Aves,NZ,6.0,-43.48718,172.69907,2021-05-06 00:00:00 UTC,Anatidae,3525645833,Anas,30.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,5.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
7581606,HUMAN_OBSERVATION,Aves,RU,9.0,55.767278,37.95462,2022-04-09 17:04:00 UTC,Anatidae,3759714403,Anas,,COORDINATE_ROUNDED,Animalia,4.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2022
6483402,HUMAN_OBSERVATION,Aves,US,27.0,39.012383,-122.80895,2021-04-27 00:00:00 UTC,Anatidae,3515319788,Anas,15.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,4.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
5450217,HUMAN_OBSERVATION,Aves,US,8.0,39.794346,-104.972595,2021-11-08 00:00:00 UTC,Anatidae,3544080512,Anas,12.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,11.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
7782832,HUMAN_OBSERVATION,Aves,DE,27.0,51.241886,6.169864,2021-02-27 00:00:00 UTC,Anatidae,3388314359,Anas,,COORDINATE_ROUNDED,Animalia,2.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
2970062,HUMAN_OBSERVATION,Aves,US,19.0,35.207054,-89.96109,2021-12-19 00:00:00 UTC,Anatidae,3584998193,Anas,13.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,12.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
6771635,HUMAN_OBSERVATION,Aves,US,10.0,45.573368,-122.611374,2021-05-10 00:00:00 UTC,Anatidae,3669793751,Anas,22.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,5.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
8086481,HUMAN_OBSERVATION,Aves,US,25.0,39.997047,-105.11418,2021-03-25 00:00:00 UTC,Anatidae,3518855325,Anas,16.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,3.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
1654262,HUMAN_OBSERVATION,Aves,US,5.0,43.095924,-72.4475,2021-04-05 00:00:00 UTC,Anatidae,3607831867,Anas,10.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,4.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
6208055,HUMAN_OBSERVATION,Aves,US,24.0,39.072376,-76.774475,2021-04-24 00:00:00 UTC,Anatidae,3601425893,Anas,2.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,4.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
7612559,HUMAN_OBSERVATION,Aves,US,17.0,40.083023,-74.0432,2021-01-17 00:00:00 UTC,Anatidae,3611995973,Anas,4.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,1.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
1563332,HUMAN_OBSERVATION,Aves,US,30.0,47.191826,-122.57307,2021-01-30 00:00:00 UTC,Anatidae,3506507836,Anas,41.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,1.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
8284399,HUMAN_OBSERVATION,Aves,ES,23.0,40.400852,-3.721604,2021-12-23 00:00:00 UTC,Anatidae,3672306301,Anas,7.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,12.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
7833753,HUMAN_OBSERVATION,Aves,US,16.0,42.4222,-88.3197,2021-06-16 00:00:00 UTC,Anatidae,3616828643,Anas,19.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,6.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
5965773,HUMAN_OBSERVATION,Aves,NL,18.0,50.9,5.7,2021-03-18 00:00:00 UTC,Anatidae,3720232072,Anas,50.0,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,Animalia,3.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
8489705,HUMAN_OBSERVATION,Aves,US,1.0,43.116898,-78.430626,2021-05-01 00:00:00 UTC,Anatidae,3617292428,Anas,5.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,5.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
5343535,HUMAN_OBSERVATION,Aves,US,18.0,38.10311,-86.99844,2021-09-18 00:00:00 UTC,Anatidae,3691393534,Anas,1.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,9.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
3306205,HUMAN_OBSERVATION,Aves,US,19.0,38.839836,-77.0576,2021-04-19 00:00:00 UTC,Anatidae,3601078783,Anas,6.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,4.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
5343250,HUMAN_OBSERVATION,Aves,US,23.0,48.27198,-122.724045,2021-01-23 00:00:00 UTC,Anatidae,3542485489,Anas,3.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,1.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
4718315,HUMAN_OBSERVATION,Aves,US,21.0,41.658356,-70.26066,2021-02-21 00:00:00 UTC,Anatidae,3512506052,Anas,9.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,2.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
1037552,HUMAN_OBSERVATION,Aves,NL,15.0,52.0,4.1,2022-04-15 00:00:00 UTC,Anatidae,3823501772,Anas,2.0,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,Animalia,4.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2022
439242,HUMAN_OBSERVATION,Aves,US,4.0,40.18681,-111.63019,2021-01-04 00:00:00 UTC,Anatidae,3607939240,Anas,36.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,1.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
2570919,HUMAN_OBSERVATION,Aves,ES,1.0,41.85978,-2.811427,2021-02-01 00:00:00 UTC,Anatidae,3549417800,Anas,16.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,2.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
2116057,HUMAN_OBSERVATION,Aves,CA,21.0,42.639618,-80.77063,2021-03-21 00:00:00 UTC,Anatidae,3649516032,Anas,11.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,3.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
3574478,HUMAN_OBSERVATION,Aves,US,28.0,39.081833,-108.610344,2021-02-28 00:00:00 UTC,Anatidae,3669062912,Anas,25.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,2.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
6546623,HUMAN_OBSERVATION,Aves,US,8.0,39.58503,-104.95205,2021-12-08 00:00:00 UTC,Anatidae,3632734949,Anas,8.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,12.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
4901667,HUMAN_OBSERVATION,Aves,US,26.0,35.847336,-86.35206,2021-10-26 00:00:00 UTC,Anatidae,3682280983,Anas,24.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,10.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
5618945,HUMAN_OBSERVATION,Aves,US,22.0,48.607185,-102.00951,2021-06-22 00:00:00 UTC,Anatidae,3623362330,Anas,,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,6.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
4039641,HUMAN_OBSERVATION,Aves,DK,16.0,55.4862,11.98589,2022-03-16 00:00:00 UTC,Anatidae,3775096634,Anas,2.0,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,Animalia,3.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2022
5721140,HUMAN_OBSERVATION,Aves,DK,15.0,56.95778,8.69377,2021-09-15 00:00:00 UTC,Anatidae,3435356667,Anas,10.0,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,Animalia,9.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
2705754,HUMAN_OBSERVATION,Aves,US,13.0,44.037132,-93.25642,2021-05-13 00:00:00 UTC,Anatidae,3593684370,Anas,2.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,5.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
2279590,HUMAN_OBSERVATION,Aves,ES,3.0,40.627254,-4.648384,2021-09-03 00:00:00 UTC,Anatidae,3622232410,Anas,36.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,9.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
880599,HUMAN_OBSERVATION,Aves,US,12.0,44.025528,-88.520615,2021-10-12 00:00:00 UTC,Anatidae,3549938502,Anas,70.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,10.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
1198185,HUMAN_OBSERVATION,Aves,US,11.0,42.110954,-71.689545,2021-10-11 00:00:00 UTC,Anatidae,3640627938,Anas,1.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,10.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
7038637,HUMAN_OBSERVATION,Aves,US,24.0,39.98786,-83.24294,2021-04-24 00:00:00 UTC,Anatidae,3646107519,Anas,1.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,4.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
5078533,HUMAN_OBSERVATION,Aves,DK,3.0,54.89201,9.82743,2022-08-03 00:00:00 UTC,Anatidae,3923027495,Anas,30.0,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,Animalia,8.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2022
70212,HUMAN_OBSERVATION,Aves,DK,24.0,55.85446,8.23863,2022-04-24 00:00:00 UTC,Anatidae,3861044644,Anas,4.0,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,Animalia,4.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2022
2989625,HUMAN_OBSERVATION,Aves,CA,10.0,49.85638,-97.24155,2021-05-10 00:00:00 UTC,Anatidae,3522139859,Anas,4.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,5.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
8548347,HUMAN_OBSERVATION,Aves,US,17.0,45.431244,-111.653694,2021-04-17 00:00:00 UTC,Anatidae,3627699507,Anas,12.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,4.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
4511683,HUMAN_OBSERVATION,Aves,CA,29.0,45.679604,-73.85127,2021-07-29 00:00:00 UTC,Anatidae,3563763786,Anas,125.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,7.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
2584615,HUMAN_OBSERVATION,Aves,US,1.0,42.546856,-83.36751,2021-05-01 00:00:00 UTC,Anatidae,3657641834,Anas,5.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,5.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
6458393,HUMAN_OBSERVATION,Aves,US,6.0,45.92883,-119.309685,2021-09-06 00:00:00 UTC,Anatidae,3657103106,Anas,6.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,9.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
8905951,HUMAN_OBSERVATION,Aves,CA,15.0,43.62827,-79.32917,2021-05-15 00:00:00 UTC,Anatidae,3548579113,Anas,30.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,5.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
8247395,HUMAN_OBSERVATION,Aves,US,18.0,40.581127,-74.89011,2021-01-18 00:00:00 UTC,Anatidae,3508732535,Anas,6.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,1.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
2070209,HUMAN_OBSERVATION,Aves,US,6.0,39.640266,-104.85386,2021-09-06 00:00:00 UTC,Anatidae,3579569805,Anas,20.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,9.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
2146134,HUMAN_OBSERVATION,Aves,US,5.0,39.85541,-104.938934,2021-12-05 00:00:00 UTC,Anatidae,3631611818,Anas,25.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,12.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
925600,HUMAN_OBSERVATION,Aves,US,23.0,32.6457,-96.639175,2021-07-23 00:00:00 UTC,Anatidae,3646496454,Anas,5.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,7.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
2963864,HUMAN_OBSERVATION,Aves,NO,17.0,58.948194,5.630065,2021-10-17 00:00:00 UTC,Anatidae,3393046350,Anas,60.0,COORDINATE_ROUNDED,Animalia,10.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
7625297,HUMAN_OBSERVATION,Aves,DE,5.0,51.36864,12.283856,2021-09-05 00:00:00 UTC,Anatidae,3634055322,Anas,2.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,9.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
238489,HUMAN_OBSERVATION,Aves,US,31.0,37.521053,-122.25007,2021-12-31 00:00:00 UTC,Anatidae,3615275145,Anas,2.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,12.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
7433380,HUMAN_OBSERVATION,Aves,NL,11.0,52.1,5.55,2021-06-11 00:00:00 UTC,Anatidae,3729957393,Anas,5.0,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,Animalia,6.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
3892597,HUMAN_OBSERVATION,Aves,US,25.0,40.74088,-73.96133,2021-12-25 00:00:00 UTC,Anatidae,3690137990,Anas,4.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,12.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
6367560,HUMAN_OBSERVATION,Aves,NZ,16.0,-41.247555,173.04193,2021-10-16 00:00:00 UTC,Anatidae,3689910295,Anas,11.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,10.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
8427561,HUMAN_OBSERVATION,Aves,RU,28.0,55.5933,37.86097,2021-03-28 00:00:00 UTC,Anatidae,3515379309,Anas,100.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,3.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
335424,HUMAN_OBSERVATION,Aves,US,3.0,41.63053,-83.81638,2021-10-03 00:00:00 UTC,Anatidae,3653217417,Anas,45.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,10.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
2046830,HUMAN_OBSERVATION,Aves,ES,17.0,36.70855,-2.662296,2021-10-17 00:00:00 UTC,Anatidae,3654631917,Anas,3.0,COORDINATE_ROUNDED,Animalia,10.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
5795052,HUMAN_OBSERVATION,Aves,US,30.0,42.37427,-70.97546,2021-03-30 00:00:00 UTC,Anatidae,3670175827,Anas,22.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,3.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
3794120,HUMAN_OBSERVATION,Aves,FR,26.0,47.43226,-0.433507,2021-05-26 00:00:00 UTC,Anatidae,3655355895,Anas,2.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,5.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
6090876,HUMAN_OBSERVATION,Aves,US,7.0,42.04037,-97.4401,2021-08-07 00:00:00 UTC,Anatidae,3559876821,Anas,7.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,8.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
3181719,HUMAN_OBSERVATION,Aves,US,10.0,42.4222,-88.3197,2021-10-10 00:00:00 UTC,Anatidae,3689727450,Anas,3.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,10.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
131072,HUMAN_OBSERVATION,Aves,US,3.0,44.96747,-124.014496,2021-12-03 00:00:00 UTC,Anatidae,3626092805,Anas,4.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,12.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
8033692,HUMAN_OBSERVATION,Aves,CA,29.0,45.45463,-73.552956,2021-03-29 00:00:00 UTC,Anatidae,3520186308,Anas,6.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,3.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
3289460,HUMAN_OBSERVATION,Aves,NL,8.0,51.6,4.7,2021-11-08 00:00:00 UTC,Anatidae,3732874737,Anas,6.0,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,Animalia,11.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
4499125,HUMAN_OBSERVATION,Aves,CA,19.0,45.371124,-75.79156,2021-08-19 00:00:00 UTC,Anatidae,3680984738,Anas,5.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,8.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
8881187,HUMAN_OBSERVATION,Aves,US,10.0,41.117035,-79.6751,2021-03-10 00:00:00 UTC,Anatidae,3609920988,Anas,12.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,3.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
8538027,HUMAN_OBSERVATION,Aves,US,18.0,41.425114,-112.058914,2021-04-18 00:00:00 UTC,Anatidae,3618809001,Anas,2.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,4.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
7236919,HUMAN_OBSERVATION,Aves,US,5.0,45.64361,-111.01571,2021-06-05 00:00:00 UTC,Anatidae,3680766171,Anas,2.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,6.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
2836394,HUMAN_OBSERVATION,Aves,US,12.0,40.3905,-105.08771,2021-12-12 00:00:00 UTC,Anatidae,3627179848,Anas,2.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,12.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
546509,HUMAN_OBSERVATION,Aves,US,31.0,38.581722,-121.423706,2021-07-31 00:00:00 UTC,Anatidae,3572732186,Anas,8.0,CONTINENT_DERIVED_FROM_COORDINATES,Animalia,7.0,PRESENT,Anseriformes,Chordata,Anas platyrhynchos,2021
